,0,1,2,3,4,5
188480,0,1968886207,Fri May 29 22:27:43 PDT 2009,NO_QUERY,melo5520,Catching up on my duel episode...FUCK DIEM JUST BEAT JEN... I'm going to be sick this blows 
188640,0,1968917979,Fri May 29 22:32:33 PDT 2009,NO_QUERY,Fly11,@michemo no plans as of yet mama....that sounds like FUN! Too much fun actually lol! We are liable to ack a damn fool..feel better sweets 
188800,0,1968952562,Fri May 29 22:37:58 PDT 2009,NO_QUERY,mutantkat,Thanks all. My best friends mom died last December. My bf's sister is probably dying. They don't have a prog yet on the poor kid. 
188960,0,1968994092,Fri May 29 22:44:40 PDT 2009,NO_QUERY,MommaDuba,"@mileycyrus sorry to hear that, Baby Girl!  "
189120,0,1969059849,Fri May 29 22:55:31 PDT 2009,NO_QUERY,ellalouise74,Disaster!! My muffins completely disintergrated when I tried to get them out of the tin  It was a packet mix too - very disappointing!
189280,0,1969093436,Fri May 29 23:00:50 PDT 2009,NO_QUERY,dezilovestaylor,"Cassadee Pope, Taylor Swift!!!!! Movies, Stress-Free, Youtube, Myspace, Facebook, Graduation..... (SAD) "
189440,0,1969137075,Fri May 29 23:07:44 PDT 2009,NO_QUERY,jingudujing,@divu Atleast you are not under house arrest 
189600,0,1969168618,Fri May 29 23:13:04 PDT 2009,NO_QUERY,ABCeCe,@Chettahman i WOULD but im a child and in prison.  watch. when i  come back. im wylin!!!!
189760,0,1969204937,Fri May 29 23:19:24 PDT 2009,NO_QUERY,clairegore,@brettystar Patrice was great...but I miss AH 
189920,0,1969239460,Fri May 29 23:25:29 PDT 2009,NO_QUERY,maochy,im not feeling well ... darn! i have a bday party to attend to! 
190080,0,1969275608,Fri May 29 23:32:00 PDT 2009,NO_QUERY,sherpakid,@abaisley yes. and i think i drank waaay too much at work today. i really need to get some sleep and i'm wide awake! 
190240,0,1969317264,Fri May 29 23:39:35 PDT 2009,NO_QUERY,BrentWolgamott,"Annie duke, eli, mark g. And jay heimowitz now at my table. Down to 260 players. I have 3 big blinds. "
190400,0,1969353024,Fri May 29 23:46:10 PDT 2009,NO_QUERY,saintcreaghzy,@lolmonsters is there anything in your fridge? mines empty besides thursday night pizza 
190560,0,1969385038,Fri May 29 23:52:14 PDT 2009,NO_QUERY,ebeck123,"@CandiceKei I hope so  I was really looking foward to it. I'm seeing him in july, so it will be ok tho."
190720,0,1969417576,Fri May 29 23:58:40 PDT 2009,NO_QUERY,bhopu,confused between Ford Fiesta and Ford Fusion  anyone with any ideas?
190880,0,1969458509,Sat May 30 00:05:58 PDT 2009,NO_QUERY,thescript,"New York, the city that never sleeps...Especially outside this F****** hotel window!!! "
191040,0,1969492173,Sat May 30 00:12:24 PDT 2009,NO_QUERY,HennyDiiP,forget u Terrence I stay showin u luv &amp; I never get none back  @TerrenceJ106
191200,0,1969577280,Sat May 30 00:29:44 PDT 2009,NO_QUERY,danielle2208,is at work 
191360,0,1969612406,Sat May 30 00:36:34 PDT 2009,NO_QUERY,dawnlambros,Sad.  Jay Leno's last show.  Welling up.  
191520,0,1969647300,Sat May 30 00:43:47 PDT 2009,NO_QUERY,kayrahmate,@MacbethAust I bought a hoodie and I didn't get anything 
191680,0,1969685507,Sat May 30 00:51:49 PDT 2009,NO_QUERY,Cristina55,@terrencej106 im up. missed ur show cuz jiffy lube broke my car  3 hrs for a tow. not good. u guys record it?
191840,0,1969724561,Sat May 30 01:00:06 PDT 2009,NO_QUERY,yesitsch3l,off to work. dont work tomorrow morning. wants to go back to sleep so bad. 
192000,0,1969760678,Sat May 30 01:07:37 PDT 2009,NO_QUERY,queenofvampire,i dont like having no freinds  #marsiscoming
192160,0,1969788951,Sat May 30 01:13:59 PDT 2009,NO_QUERY,StanHQ,*groan* Just woke up 
192320,0,1969826907,Sat May 30 01:22:30 PDT 2009,NO_QUERY,kim_johnston419,feeling a little 
192480,0,1969864009,Sat May 30 01:31:00 PDT 2009,NO_QUERY,OINKOINKLOVE,I have my own heart.  No one knows whats here and whats inside of this. :| 
192640,0,1969896730,Sat May 30 01:38:34 PDT 2009,NO_QUERY,Jeff_Hardyfan,&quot;@Jordanyup&quot;have you the e-mail from Miley ??I want to write with her but I cant 
192800,0,1969930621,Sat May 30 01:46:33 PDT 2009,NO_QUERY,ChrisMoody,"@keikomushi not bad, was hoping to write but when I got home got tired "
192960,0,1969972107,Sat May 30 01:56:30 PDT 2009,NO_QUERY,Maximilus,@shinskydadon  Link not opening. 
193120,0,1970005069,Sat May 30 02:04:00 PDT 2009,NO_QUERY,m_p_p,I forgot to hide my box of chocolates. Since last Saturday the whole box has been finished off by my sister  #gripe
193280,0,1970043514,Sat May 30 02:13:18 PDT 2009,NO_QUERY,living_autism,"Nice day, back door and windows open, the idiot with the 4 wheeled off road thing roars past and fills the house with noxious fumes. "
193440,0,1970076334,Sat May 30 02:21:19 PDT 2009,NO_QUERY,olivia_harte,@DangerAdamJonas haha  proberly ... meant to be revising  but how are you ?
193600,0,1970109909,Sat May 30 02:29:47 PDT 2009,NO_QUERY,silverdaisy13,All my good intentions - out the window!! got up early to cut the grass before it gets too hot - flat battery on mower! 
193760,0,1970140825,Sat May 30 02:37:15 PDT 2009,NO_QUERY,Kiizza,Why does my computer hate me so much?   
193920,0,1970172998,Sat May 30 02:45:28 PDT 2009,NO_QUERY,fashinator1985,isnt feeling good... chest is weezy 
194080,0,1970210762,Sat May 30 02:54:53 PDT 2009,NO_QUERY,krist0ph3r,"@burbleon i was gonna say come on gtalk, but it's time to leave now "
194240,0,1970246071,Sat May 30 03:03:38 PDT 2009,NO_QUERY,andy2boyz,sun is shining and im stuck at work   also i have the runs. Thanks Antibo
194400,0,1970280952,Sat May 30 03:12:21 PDT 2009,NO_QUERY,laystar123,just woken up  TIRED!!!!!!!!!!
194560,0,1970315559,Sat May 30 03:21:20 PDT 2009,NO_QUERY,cloudhopper,@anib even the glitter lost its sparkle. the incense lost is scent. the music sounds drab. something broke 
194720,0,1970349168,Sat May 30 03:30:07 PDT 2009,NO_QUERY,FlikAmadeus,doing nothing at the church coffee morning. nobody wants their face painted 
194880,0,1970384286,Sat May 30 03:38:59 PDT 2009,NO_QUERY,jamesxeradyce,Why is a good sprite sheet on the Web so so hard to find? 
195040,0,1970417574,Sat May 30 03:47:16 PDT 2009,NO_QUERY,wwchix,On way home from brummie.. Wig wam were actually amazing.. I miss them already 
195200,0,1970452754,Sat May 30 03:55:41 PDT 2009,NO_QUERY,jordanxxo,"#myweakness generic music, or music with guitars and synths "
195360,0,1970486604,Sat May 30 04:03:43 PDT 2009,NO_QUERY,franncescaa,@Enoxylitol  hahah red bull clears nose allergies enoch?!!  i have geo and econ.  
195520,0,1970515026,Sat May 30 04:10:31 PDT 2009,NO_QUERY,purpleryaa,"@kintaherawan thanks beby udah aku ganti tuuh alamat blognya. what can i do for u ?? presentasi apaa, aku ga nangkep nih "
195680,0,1970546082,Sat May 30 04:17:54 PDT 2009,NO_QUERY,bhupeshgarg,facing the consequences of speaking truths 
195840,0,1970582530,Sat May 30 04:26:38 PDT 2009,NO_QUERY,janadc,"@BethRegattieri omg so jealous, that sounds like heaven! I just finished work so I'm tired and hungry on a smelly train  haha"
196000,0,1970621528,Sat May 30 04:35:51 PDT 2009,NO_QUERY,frankie_alba,Just got back home. I watched Terminator.  It was okay.. Hahaha. Nuggets are out.. 
196160,0,1970656777,Sat May 30 04:44:06 PDT 2009,NO_QUERY,IssaJ,"It sucks that we have an oral presentation on monday, 'cause that means I have to study the whole weekend! "
196320,0,1970693340,Sat May 30 04:52:15 PDT 2009,NO_QUERY,cristal18,didn't see her office crush today...awww  http://plurk.com/p/x6s1o
196480,0,1970728071,Sat May 30 05:00:07 PDT 2009,NO_QUERY,TonyWade,@iantalbot Nice avatar bud...You are sooo lucky to have hair 
196640,0,1970768674,Sat May 30 05:08:38 PDT 2009,NO_QUERY,MissBethAnn,@CrisiLouise And I guess you don't know how any mama cat would be with babies. Which is the problem you have now.  why do cats do this?
196800,0,1970804709,Sat May 30 05:16:16 PDT 2009,NO_QUERY,graceyydoll,#myweakness - chocolate 
196960,0,1970905069,Sat May 30 05:36:43 PDT 2009,NO_QUERY,bencullimore,@edgedood  Where were you meant to be seeing them? And idea how you lost it at all? Seems so strange!
197120,0,1970938319,Sat May 30 05:43:21 PDT 2009,NO_QUERY,gpaff14,Heading to work 
197280,0,1970969284,Sat May 30 05:49:21 PDT 2009,NO_QUERY,melissaohh,@AlexAllTimeLow school finishes at 3pm &amp; public transport sucks here so by the time i get there the signing will be over  boo. JUNE 5!
197440,0,1971000528,Sat May 30 05:55:13 PDT 2009,NO_QUERY,BigAssBadger,"@ChrisGN meh, eldest cub got party 2nite, so just a small glass for me "
197600,0,1971041021,Sat May 30 06:02:25 PDT 2009,NO_QUERY,KittyMadCow,@resiliencyyy yes you want to read FB messages 
197760,0,1971071955,Sat May 30 06:07:51 PDT 2009,NO_QUERY,baileyisthesex,Getting ready to go to the airport  HAPPY GRADUATION @shashalove!!! I love you!
197920,0,1971105522,Sat May 30 06:13:48 PDT 2009,NO_QUERY,Deventrawle,@QueenAimee good luck today Aimee! Sorry I can't make it 
198080,0,1971141460,Sat May 30 06:19:53 PDT 2009,NO_QUERY,MCoglan,"Cent auctions, wow what a saturday night "
198240,0,1971174783,Sat May 30 06:25:30 PDT 2009,NO_QUERY,pnothard,@robupham We've not got it yet tho! 
198400,0,1971213591,Sat May 30 06:31:48 PDT 2009,NO_QUERY,BernieTalanca,Canadian relatives....thats all I'm gonna say.  
198560,0,1971250117,Sat May 30 06:37:40 PDT 2009,NO_QUERY,digmod,"@KHAIRAFRIENDS na yr, tayari ho hee nai rahi..... lagg hee ni reha k parso paper hai...!  what about you?"
198720,0,1971280138,Sat May 30 06:42:38 PDT 2009,NO_QUERY,peacegirl3891,Breakfast with the fam...work Till 10 
198880,0,1971309161,Sat May 30 06:47:17 PDT 2009,NO_QUERY,louoberto,It's so nice out! In the mall all day.  Come visitttt
199040,0,1971345992,Sat May 30 06:53:05 PDT 2009,NO_QUERY,camillavdiniz,@moniquediniz nem tem foto deles 
199200,0,1971380971,Sat May 30 06:58:28 PDT 2009,NO_QUERY,kelseydarling,Eff errands!! I just want to stay hoooooooome 
199360,0,1971417244,Sat May 30 07:03:42 PDT 2009,NO_QUERY,zukjimote,The posts are kinda overwhelming 
199520,0,1971456572,Sat May 30 07:09:22 PDT 2009,NO_QUERY,MegMarra,@gaffneystoll I think I know what your talking about. 
199680,0,1971493834,Sat May 30 07:14:29 PDT 2009,NO_QUERY,sarakatharine,"thanks to my state of mind last night and marisa, i still smell like a parfume bath "
199840,0,1971533066,Sat May 30 07:19:33 PDT 2009,NO_QUERY,raliii,Homee all dayy and three prjects to do . Prob gnna do history todaaay  &amp; i was supposed to be in a pool right now fml
200000,0,1971570900,Sat May 30 07:24:19 PDT 2009,NO_QUERY,Gemma_Rigby,Can't believe I have to wait another 6 months for my phone contract to end! I'm bored now!!! The 12 month contract would have run out!!! 
200160,0,1971604071,Sat May 30 07:28:59 PDT 2009,NO_QUERY,vegaswarlord,Bed time  http://twitpic.com/699tf
200320,0,1971639539,Sat May 30 07:33:48 PDT 2009,NO_QUERY,airbagged,@alexandraQW I work too much.... 
200480,0,1971677721,Sat May 30 07:39:07 PDT 2009,NO_QUERY,iluvmusic89,Up and I don't want to be!  
200640,0,1971715557,Sat May 30 07:44:16 PDT 2009,NO_QUERY,KatrinaGonzalez,midterms 
200800,0,1971752132,Sat May 30 07:49:13 PDT 2009,NO_QUERY,HaleyAliR,Taking Mr.Lucky to the vet 
200960,0,1971787408,Sat May 30 07:53:54 PDT 2009,NO_QUERY,3alyo0o,@gothygeekah plzz...help!! i dont know wat i'm gonna do and its due 2morow !! 
201120,0,1971822491,Sat May 30 07:58:36 PDT 2009,NO_QUERY,westlifepixie,@TheByrne_x me too 
201280,0,1971857943,Sat May 30 08:03:01 PDT 2009,NO_QUERY,eveesantino,where has this week gone??? 
201440,0,1971897378,Sat May 30 08:07:56 PDT 2009,NO_QUERY,ashleyxtrashy,I didn't see him. Haha. 
201600,0,1971931509,Sat May 30 08:12:14 PDT 2009,NO_QUERY,clare_10,"@mazza16 yeah i hope so, haha same and i gathered that u were quite fond lol! no eye candy in it now  except susan ;) .. yuk"
201760,0,1971966160,Sat May 30 08:16:40 PDT 2009,NO_QUERY,megs775,"@kathryneliz I know.  I really want to keep them too, but I just don't see how we can.  "
201920,0,1972006476,Sat May 30 08:21:50 PDT 2009,NO_QUERY,xtribx,"eating chocolate pudding, watching 16 candles, and just resting. my mouth still hurts "
202080,0,1972042959,Sat May 30 08:26:28 PDT 2009,NO_QUERY,jamiemcreject,"@patriciaco yeah they get the fame, they meet the famous! LUCKY!! kaso nasa Pilipinas tayo, super hirap siguro nun! "
202240,0,1972079639,Sat May 30 08:31:03 PDT 2009,NO_QUERY,Oblivious_Nia,"@iamizzap The chapter. But ending the story with it would be awesomesauce, too! xD Oh, there's only a few chappies left? "
202400,0,1972119647,Sat May 30 08:35:57 PDT 2009,NO_QUERY,mandeepkaur,"finds it hard enough to concentrate on revision anyway, let alone when the sun is shining!! "
202560,0,1972157070,Sat May 30 08:40:37 PDT 2009,NO_QUERY,kvnostephen,making coffee and wishing i had eggs to scramble.... 
202720,0,1972191475,Sat May 30 08:44:55 PDT 2009,NO_QUERY,megannnlynne,if I could sleep for the rest of the weekend I would. no senior cut day for me on Monday. 
202880,0,1972231185,Sat May 30 08:49:50 PDT 2009,NO_QUERY,vanessaseah,@hsmandy tell me about it!  Rarrrr I hate CTs!
203040,0,1972268024,Sat May 30 08:54:16 PDT 2009,NO_QUERY,dreiers,Watching How I Met Your Mother....can't believe the Nuggets season is over. 
203200,0,1972306012,Sat May 30 08:58:44 PDT 2009,NO_QUERY,cloverdash,"@leannenufc Oh no, it's not is it? Boo Wicked!  *hugs*"
203360,0,1972344890,Sat May 30 09:03:01 PDT 2009,NO_QUERY,francjf,"Oh.  Never mind.   Thanks for another excellent season, Everton."
203520,0,1972384946,Sat May 30 09:07:27 PDT 2009,NO_QUERY,MissFrankiee,Okay iv spilt starbucks allllll down me it burns 
203680,0,1972426620,Sat May 30 09:12:09 PDT 2009,NO_QUERY,BeckyFletch,"It's starting!! Saying to myself &quot;Tiffany don't cry, Tiffany don't cry&quot; wish my bestie Dwayne was here but he's at work "
203840,0,1972466463,Sat May 30 09:16:45 PDT 2009,NO_QUERY,CCla1176,...can't go to the bank. 
204000,0,1972504148,Sat May 30 09:20:59 PDT 2009,NO_QUERY,LeahBekah,"@dannygokey Milwaukee I live there! Where ya at? ;) Ha, jk. Btw, you were on TMZ last night! So I got to come in 3rd on AI to get on TMZ? "
204160,0,1972550746,Sat May 30 09:26:14 PDT 2009,NO_QUERY,theineffabelle,I don't think I'll do too well at spymaster since I refuse to spam people. 
204320,0,1972588561,Sat May 30 09:30:31 PDT 2009,NO_QUERY,jaddes_green,today is turning out to be one of those days where everything you do falls apart.  lets hope it gets better.
204480,0,1972627480,Sat May 30 09:34:56 PDT 2009,NO_QUERY,RaquelChristine,Poolside..trying to get over waking up on the wrong side of the bed this morning 
204640,0,1972668277,Sat May 30 09:39:37 PDT 2009,NO_QUERY,terryhowald,"Good news. The more traffic I get on my blog site, the more spam I get. Oh wait, that's bad news "
204800,0,1972708802,Sat May 30 09:44:17 PDT 2009,NO_QUERY,atldube,gotta go to work 
204960,0,1972750876,Sat May 30 09:49:04 PDT 2009,NO_QUERY,carrie401kitten,@ArielSicknasty Oh yeah I know. Me too 
205120,0,1972795961,Sat May 30 09:54:13 PDT 2009,NO_QUERY,Kryshae,at work  performing at relay for life later!
205280,0,1972832265,Sat May 30 09:58:25 PDT 2009,NO_QUERY,gossnj,@mtolbert It's a cold world out there! I notice my hit on @ssayer didn't seem to make my feed. 
205440,0,1972873809,Sat May 30 10:02:56 PDT 2009,NO_QUERY,AndiCat14,"I am sad, but relieved - cancer deaths can be so brutal  "
205600,0,1972918313,Sat May 30 10:07:53 PDT 2009,NO_QUERY,AnniKay,why do we as friends not only grow older but also grow apart? 
205760,0,1972961211,Sat May 30 10:12:45 PDT 2009,NO_QUERY,FuckBetty,--@freakboykels im not even up there no more! 
205920,0,1972997567,Sat May 30 10:16:50 PDT 2009,NO_QUERY,andthenjensaid,"I keep trying to tell myself that the heartache will dissipate soon, but I am struggling  Laying down for a restorative nap..."
206080,0,1973038432,Sat May 30 10:21:38 PDT 2009,NO_QUERY,zomgitsamanda,@LoveRen sounds awesome! I don't have my car 
206240,0,1973077416,Sat May 30 10:26:24 PDT 2009,NO_QUERY,Toni_,I finished my book.  Now what to read?
206400,0,1973118632,Sat May 30 10:31:17 PDT 2009,NO_QUERY,Krystlenftw,"If balloons could think , it would be because they inhale SmartAir - Rume , Wai Juu Soe Mehsee  Dunn Wurree , Ai Gunr Kleen Juu ! "
206560,0,1973269538,Sat May 30 10:49:22 PDT 2009,NO_QUERY,senorkaos,"@ConsigliereTen. LOL not my leg, but my pockets are. $40 to play + $25 per bag of paint balls "
206720,0,1973306457,Sat May 30 10:53:38 PDT 2009,NO_QUERY,chajoe,@AbletonTweets music stores near by sell it until june 26 
206880,0,1973344671,Sat May 30 10:58:10 PDT 2009,NO_QUERY,laws,Woke up wanting pancakes. Cannot has. 
207040,0,1973383376,Sat May 30 11:02:33 PDT 2009,NO_QUERY,16_MileyCyrus,"@TeamCyrus ahh where did your pic go? lol, and i texted you again xD sorry for annoying ya  x"
207200,0,1973423249,Sat May 30 11:07:06 PDT 2009,NO_QUERY,justemm,@eatssparkles haha i just put channel 1 on and saw toy story and was like aww  i wna see it :/  there making toy story 3 
207360,0,1973463962,Sat May 30 11:11:52 PDT 2009,NO_QUERY,FionaDeelish,Missin' my boi 
207520,0,1973500013,Sat May 30 11:16:10 PDT 2009,NO_QUERY,MiaMcK, the absolute worst @jaeshaunese smthn abt an ex...
207680,0,1973538723,Sat May 30 11:20:45 PDT 2009,NO_QUERY,aians,is    http://plurk.com/p/x9fg4
207840,0,1973577937,Sat May 30 11:25:30 PDT 2009,NO_QUERY,darker_artic,@indieandiejones That sucks 
208000,0,1973616091,Sat May 30 11:30:03 PDT 2009,NO_QUERY,XoAngelJenn36oX,"i hate this war, i wish that it would all just end, he's been sent over there 5 times, going on 6  "
208160,0,1973654289,Sat May 30 11:34:23 PDT 2009,NO_QUERY,JoFace29,Is sooo sad coz my blackberry died on me  took me 6 hours to fix it but now its alive and well yey!!!
208320,0,1973691169,Sat May 30 11:38:43 PDT 2009,NO_QUERY,sassydiamondz,@SP1ASH and I still haven't seen him 
208480,0,1973734983,Sat May 30 11:43:52 PDT 2009,NO_QUERY,tu_anh,have to run to home depot again.  this is the 2nd time today already. wish i was as handy as most men. 
208640,0,1973772350,Sat May 30 11:48:16 PDT 2009,NO_QUERY,BeerPrincess,@MetroBrewing sad that u aren't meeting up w/ us 
208800,0,1973816701,Sat May 30 11:53:31 PDT 2009,NO_QUERY,JonMoor3,@GetaGetawayGirl NOOOOOOOOOOO I MISSED IT 
208960,0,1973850667,Sat May 30 11:57:27 PDT 2009,NO_QUERY,KianaChante,"OK, I'm getting impatient  I'm really hungry...LOL."
209120,0,1973891443,Sat May 30 12:02:08 PDT 2009,NO_QUERY,Thorpe,"122 new high score on Flight Control. Things were crazy but somehow I was able to keep control. Lost focus, though. "
209280,0,1973932559,Sat May 30 12:06:52 PDT 2009,NO_QUERY,myhaloromance,@mcraddictal nmmm 
209440,0,1973975606,Sat May 30 12:11:49 PDT 2009,NO_QUERY,girliciouslovie,@NClicious it doesnt wooork it says page under construction 
209600,0,1974017229,Sat May 30 12:16:35 PDT 2009,NO_QUERY,trASHLEIGH,And its sold out.  going to next showing in two hours.
209760,0,1974058893,Sat May 30 12:21:30 PDT 2009,NO_QUERY,BrookeAmanda,"Ok it's only been a couple hours since dad has said I can't go, but I already feel like this is hell...  5:21am still no sleep.."
209920,0,1974096246,Sat May 30 12:26:00 PDT 2009,NO_QUERY,jfilamor,i want pop tarts but im too scared to go downstairs 
210080,0,1974135906,Sat May 30 12:30:47 PDT 2009,NO_QUERY,Carla_15,"Rainy and cold day here in Buenos Aires  , and I still without voice..."
210240,0,1974193700,Sat May 30 12:37:48 PDT 2009,NO_QUERY,AUBB,Is workin 4-11:30 in concessions...shit. 
210400,0,1974231633,Sat May 30 12:42:23 PDT 2009,NO_QUERY,PurestLight,"@Gregbear  Yeah,  its not a nice side of society is it, build 'em up, see how hard they fall "
210560,0,1974270452,Sat May 30 12:47:09 PDT 2009,NO_QUERY,matt_is_hott,At work. Woo 
210720,0,1974309818,Sat May 30 12:52:01 PDT 2009,NO_QUERY,jdeardorff,finished the Redlegs 5K this morning w/ a gun time of 21:40. I can't find the online results to see what my actual chip time was. 
210880,0,1974345620,Sat May 30 12:56:39 PDT 2009,NO_QUERY,ThurstonX,@RagingBitch @I100 - pretty epic FAIL today. Even Blip is failin'  ... I'm gonna forget it all somehow and be frazzled for real tomorrow
211040,0,1974388999,Sat May 30 13:02:11 PDT 2009,NO_QUERY,wpanswers,@andrea_r but the real question is: why are you still selling links through TLA????? google doesn't like you 
211200,0,1974428886,Sat May 30 13:07:05 PDT 2009,NO_QUERY,iEnnoi,Ok i shall do one math paper per day. My math is really lousy! And tuition isn't helping!   - http://tweet.sg
211360,0,1974472065,Sat May 30 13:12:16 PDT 2009,NO_QUERY,ladyspeaker,Wishing the audio on the live feed for the #MITM rally were waaay better.  (@unitethefight)
211520,0,1974509684,Sat May 30 13:16:44 PDT 2009,NO_QUERY,GillyCoop,@sarahlynng Hmm maybe! I can't drive yet  but hopefully by the end of the week I'll be able to come down!
211680,0,1974550299,Sat May 30 13:21:42 PDT 2009,NO_QUERY,mcflyangel07,OMG ON THE LAST CHAPTER OF BREAKING DAWN im so sad i dont want it to end  but !!!!!! OMG SO HAPPY LAST CHAPTER !
211840,0,1974589898,Sat May 30 13:26:40 PDT 2009,NO_QUERY,bobbi10100,"@TessMorris Poor you   Hope it doesn't last long, nothing worse than being sick, blugh."
212000,0,1974626177,Sat May 30 13:31:03 PDT 2009,NO_QUERY,Radiio0,@bdeezy NY is poppin. That's y lol. And ima miss it when I move 
212160,0,1974665037,Sat May 30 13:35:45 PDT 2009,NO_QUERY,Toprank_MikeO,Perkin's Cook interpreted request for crisp hashbrowns to mean burned.  Wife's meal got a cold waiting for my chicken melt to to finish. 
212320,0,1974706407,Sat May 30 13:40:51 PDT 2009,NO_QUERY,EddieWakeUp,kinda mad lakers and nugs didn't go to game 7. never got to do my birdman mohawk 
212480,0,1974751001,Sat May 30 13:46:18 PDT 2009,NO_QUERY,IzzyOs,My hamster just died R.I.P Lucy 
212640,0,1974787731,Sat May 30 13:50:43 PDT 2009,NO_QUERY,SeXiiShaWty,"@officialTila..wow!! I own tha movie, the only person u can relate to is her..sooo much pain "
212800,0,1974830410,Sat May 30 13:55:08 PDT 2009,NO_QUERY,katemate09,Susan Boyle 2nd  great show
212960,0,1974877617,Sat May 30 14:00:11 PDT 2009,NO_QUERY,carleetabonita,Mimis cafe lunch with sister and momma. Now shopping!! Then work 
213120,0,1974918813,Sat May 30 14:04:38 PDT 2009,NO_QUERY,LifeIsStressful,"watching BGT again from the beginning, cos I missed the first half earlier "
213280,0,1974960603,Sat May 30 14:09:27 PDT 2009,NO_QUERY,Amalee,Packing is harder work than I thought. And it's kind of sad. 
213440,0,1975000874,Sat May 30 14:14:24 PDT 2009,NO_QUERY,marybug2008, can i have number one?
213600,0,1975041253,Sat May 30 14:19:26 PDT 2009,NO_QUERY,KhaledT,@beingmoe i know 
213760,0,1975081338,Sat May 30 14:24:29 PDT 2009,NO_QUERY,beckydrummondxx,"@StaceyDall haha you worked it out!!! boohoo!!, better get revising!! i need to revise to but all i done was sunbathe today "
213920,0,1975113835,Sat May 30 14:28:37 PDT 2009,NO_QUERY,JAYTHEGOD,@KraveZoe FOLLOW ME PLEASE I HAVE NO FRIENDS 
214080,0,1975152644,Sat May 30 14:33:24 PDT 2009,NO_QUERY,dr_ultimately,wants to ride his bicycle... but it's at work 
214240,0,1975190423,Sat May 30 14:38:13 PDT 2009,NO_QUERY,shay611,"@patryklarney tell me about it. i just worked a 70 hour week.  i need some grass, a blanket and you and your guitar!"
214400,0,1975228495,Sat May 30 14:43:01 PDT 2009,NO_QUERY,NeelyMosca,BBQ'in at Richie's house! Too bad I can't eat anything cuz of my stupid diet 
214560,0,1975261702,Sat May 30 14:47:14 PDT 2009,NO_QUERY,mimix93,so tired because of all this chilling thing 
214720,0,1975302596,Sat May 30 14:52:28 PDT 2009,NO_QUERY,helloheartbreak,Hmmm....wait...when does #mitm4e &quot;end&quot;?? I hope I can make it out for a little bit 
214880,0,1975338662,Sat May 30 14:57:02 PDT 2009,NO_QUERY,rehnke,I suddenly got crabby. 
215040,0,1975373857,Sat May 30 15:01:24 PDT 2009,NO_QUERY,michaelsally,@RoccoDeMaro you tweet'd players and numbers - thought it was a ranking of some sorts? I guess I was wrong 
215200,0,1975410118,Sat May 30 15:05:53 PDT 2009,NO_QUERY,MusicIsHealthy,@SSjUmi oh *hug* yes i like that song. I would love to sing it xD but i don't have that version 
215360,0,1975451705,Sat May 30 15:11:07 PDT 2009,NO_QUERY,tabitha_,Trying to talk dad into going to A&amp;W rootbeer stand to eat. Mom told me try and talk him into it. But I don't think it's workin. 
215520,0,1975500603,Sat May 30 15:17:24 PDT 2009,NO_QUERY,Hezzington,"@mischadammit Do you know ANYONE who would be willing to sell their tix for Chicago con? It's my b-day on the 13th, so I'm dying to go. "
215680,0,1975535843,Sat May 30 15:21:53 PDT 2009,NO_QUERY,icantdobetter,http://twitpic.com/6ai98 COMENT PLEASE 
215840,0,1975571148,Sat May 30 15:26:26 PDT 2009,NO_QUERY,BecReedman,@ctujb24 Shame about your job  have you thought about working for yourself?  there's big money to be paid http://bit.ly/1864ml
216000,0,1975609994,Sat May 30 15:31:19 PDT 2009,NO_QUERY,Ryan_Fielder,I just remembered i need to wake up for work 
216160,0,1975646509,Sat May 30 15:35:58 PDT 2009,NO_QUERY,kimsize,@anakarentorres you're terrible! temptation.....! 
216320,0,1975681939,Sat May 30 15:40:30 PDT 2009,NO_QUERY,RicksterTheGeek,@JamesScholes I'm neither fast at writing Braille nor am I fast at reading it either. only know uncontracted too 
216480,0,1975716656,Sat May 30 15:44:59 PDT 2009,NO_QUERY,L0ve_by_D3sign,twitter isn't updating my profile or pics 
216640,0,1975753164,Sat May 30 15:49:42 PDT 2009,NO_QUERY,db0,just returned from metal/goth clubbling in Thessaloniki. It was shite. My city let me down 
216800,0,1975787599,Sat May 30 15:54:13 PDT 2009,NO_QUERY,stevenmillan,is reluctantly watching VH1's I Love The New Millenium(since there is nothing on TV right now     ).
216960,0,1975823907,Sat May 30 15:58:57 PDT 2009,NO_QUERY,nessie_111,@jaybranch nope just started like unfollowing ppl every few minutes 
217120,0,1975864219,Sat May 30 16:04:06 PDT 2009,NO_QUERY,brianwelburn,Checking lotto numbers * fingers crossed ! * 
217280,0,1975902102,Sat May 30 16:09:00 PDT 2009,NO_QUERY,Jsstar0273,"No, he is in Tucson with his cousins.  It has been 2 weeks now.  I'm not sure about when he'll be back "
217440,0,1975939044,Sat May 30 16:13:51 PDT 2009,NO_QUERY,mattoking,off to KFC in half an hour 
217600,0,1975970882,Sat May 30 16:18:12 PDT 2009,NO_QUERY,bluewavemedia,@Allisoncds the one at Highbury and commissioners - Rona Plaza - in last couple of days I think 
217760,0,1976004395,Sat May 30 16:22:45 PDT 2009,NO_QUERY,mikeschmid,Slowly starting to feel better. Too slowly. I was supposed to be spending this time with Noah. 
217920,0,1976057284,Sat May 30 16:29:41 PDT 2009,NO_QUERY,blackbush101,"Man, i'm bored  and american dad really isn't that funny :| billy connolly is though "
