,sentiment,post
1970,0,Yeah. Bummer I got an before I knew about the docomo phone I want to write apps but costs $$$ on the iphone
1971,0,shifted to new office. missing my personal cabin
1972,0,So I was going to go anyway and it started raining even harder.
1973,0,Thinkin about milley
1974,0,School only 9 more days
1975,0,call me retro but i like controllers
1976,0,defacing hurts
1977,0,is looking for lower arm bushing for my car.
1978,0,"Aww, then ill miss you! ahaha"
1979,0,SIMS 3 COMES OUT TODAY WOOOOOOO! To bad I can't play it until tomorrow because of work
1980,0,Not getting much done this week since I've been called for jury duty
1981,0,"Yay, no more english... Kinda... Geoggers in half hour"
1982,0,Just lost his squinty eye
1983,0,"sheffields boiling, but revision and feeling ill has left me stuck in my room"
1984,0,I want to repack camp stuff but lazy but i want! -
1985,0,I feel like stomping on these ants.
1986,0,lol get back to work for twitter get u fired
1987,0,Ohh you're talking about Conan... Silly me... I watched the first 20 mins. then my rabbit ears went out Time for cable. lol!
1988,0,my niece had a plastic sword from disneylnd taken from her in paris a cple of yrs ago ur lucky it was allowed
1989,0,"thanks. I missed this webminar, was in hospital"
1990,0,my tummy is aching
1991,0,"I bought 2 from direct frames, but one got damaged in the post"
1992,0,Yeah! I think I might cry. Hahaha. Because die. Haha.
1993,0,Sun is trying to come out today - supposed to change big time and be cold and horrid again
1994,0,tÃ´ tentando me achar em AD tb....
1995,0,studying business for tomorrows exams
1996,0,that's what i'm starting to think
1997,0,dressing to go out. i wanna be in house
1998,0,We cant get those one over here in Ireland!!
1999,0,haahhaha. Gue pulang ga bawa apa2 loohhh !! breadtalk doang. :p naksir oxford shoes d petitecupcakes pdhl..
2000,0,Morning!!!!! I finally made it in!
2001,0,holding a grape too hard that it squirted juice on my face
2002,0,I'm sick the one things who make me happy : i don't go school but i'm realy tired i hate that when i'm sick
2003,0,"Peter Falk, Columbo, has advanced Alzheimers/dementia. I love Columbo. Sigh. My mom was Fan when she was alive. Aww, Peter Falk."
2004,0,Awww so do I they suck
2005,0,"sameee, it even hurts to wear a t-shirt or vest :|im in so much pain right now"
2006,0,Just drank a redbull cuz I was so tired this morning...idunno why! I went to bed 10:45 last night! Hope this doesn't make me crash
2007,0,"Got a bunch of things done this morning, heading to Kid's School for my last Volunteer Lunch Mom duties. Threw my neck out, ouchy!"
2008,0,I have a really bad memory. I feel so bad.
2009,0,Why do they make your appointments so early and then make you sit in the waiting room for hours? (via )
2010,0,have you guys even started working on a Mac client?
2011,0,got to go do my hair be back in like a half hour
2012,0,Days at work seem long now that my job only really has the boring parts left.
2013,0,that sucks
2014,0,Not feeling for work today...
2015,0,i cant set up this leh.. always say got problem SAD
2016,0,wots funny da fact my boob feel out on road der fact insects r eatin me coz i smell nyce or im burnin coz of coco butter
2017,0,cant understand some of the stuff in 2nd std hindi textbook..
2018,0,No goose allowed???
2019,0,"Oh yeah, just two, Shanahan can't make it! Boooo! But I'm sure we'll suffice!"
2020,0,hey twitter i miss u...i so wish i had twitterberry again but it fuks up my fone start working monday full time wnt b on here much ;-(
2021,0,Air France flight 447... a moment of silence.
2022,0,my thoughts are with the Air France passengers and crew their families... so sad
2023,0,I'm not very Twitter savvy. Just saw your message from May 19. We are in GA! Going in the wrong direction!
2024,0,Boo! Hulu Desktop doesn't work with Afloat. I want the window to stay on top all the time.
2025,0,Donkey Kong attempt concluded at 923400 SOOOOO close!! Still better than I'll ever do.
2026,0,"actually the worst day ever. projectile vommed in morrisons car park leaving work,that's how hot it's been shitty"
2027,0,man i got the perfect dress and now nowhere to wear it
2028,0,just been stood up ... and the date i had last week just emailed to say he's not really that interested. sad face
2029,0,is sorting out her sisters stuff out to be put into boxes. it's too weird
2030,0,rt Shiny! [Thanks to Jack Womack.] wish I was exploring salvaging from vegas neon boneyards
2031,0,Genteeeeeeeeeeee ela me bateeeeeeeeeeeu Cuidado ela ser do maal By: Dry Calixto
2032,0,Omg that was exhausting. I need a nap silence. But i'll get neither: it's dismissal time. Gonna be a cranky afternoon
2033,0,"Been doing homework since I woke up at 9. Break time. Cleaning. Fun, fun."
2034,0,"ugggh i got no sleep last night, and work is gonna be hella busy tonight...BLAH!!! SOMEONE SAVE ME!!!"
2035,0,hey girl got the dvd yesterday watched it just a bit ago. The KC one was awesome the Tulsa one wont work!
2036,0,i'm getting 4 shots this week
2037,0,Haha! Im at subway
2038,0,You called me mean! That's meaner than calling someone a poop. And you are being a poop. Liar butt. DESERVE IT!?
2039,0,No they're not
2040,0,Any update on the brazil flight that disappeared a few days ago?
2041,0,Im not invited?? lol
2042,0,hiya J â˜º sorry your not too good at the mo hope you can join me for Apprentice tomorrow x
2043,0,Dentist tomorrow!!! not good
2044,0,omgg thts so luckyyy
2045,0,is sad she has to wait another 2 months to see
2046,0,"Bah, Next month I should be starting at the salon/spa ...buut still no part time job which means still no money to pay rent at salon/spa"
2047,0,Watching the Simpsons even though I wanna watch 40 yr old virgin
2048,0,flirty girl fit still not here but its ok fabo lunch with and made it worth going out today !
2049,0,NM. Ballet canceled. Surefire way to depress me. Guess I'll watch Sara Doran on jeopardy like until the game starts.
2050,0,I miss .... even though I kno she ain't missin' me...but it's ok...no one misses me anymore.
2051,0,Brazil will miss McFly so much
2052,0,I hate craziness. Hope things clear up!
2053,0,they both used to... Not anymore though
2054,0,"on a serious note tho, I miss all of the 90's boy bands. All the good ones split I want a time machine to go back!"
2055,0,Paul better not evict Rico and make him into cat stew!
2056,0,i wish there was a BDubs closer to me
2057,0,is confused as to why she can't see anyone else's updates...
2058,0,whats wrong shauna .
2059,0,That is why her hand was taped up. Tough break
2060,0,Nintendo presentation .. was.. a deception Who's that girl!!!! She was just ANOYING!
2061,0,Chillin at home! Everybody get at me foreals im lik super bored rite now...i need a new text buddy
2062,0,"Had a lovely afternoon transplanting lettuce and tending the garden! Forgot, however, to pick up my raw milk for the week"
2063,0,sad I miss this!!!
2064,0,sitting in Alaska ready to come home.....I miss everyone
2065,0,No one is talking to me on AIM.
2066,0,"I dunno man... My processor's an AMD Athlon, the LARGO button might just set my computer on fire"
2067,0,The newb at TH totally messed up my drink. How can me ordering something 2 times sec school ordering it get flubbed up that badly?
2068,0,"awww.... damn first you can't meet him, now you can't even get his CD! i could send it to you until you can buy it..."
2069,0,i got it i got it i got it! but youtube is doing some maintence thing so i have to wait
2070,0,no idea yet
2071,0,Had lunch...knitted a few rows of my sock....better get back to study
2072,0,At the beach with my momma and my baby. Wish my hubby was here!
2073,0,I'm never drinkin and eatin fruit or doin whatever I did to feel this way becuz it sucks!
2074,0,"Trying to pass mario kart 150 cc, special cup. Not doing too well"
2075,0,"love your abstract thinking....but sorry no...starbucks? and maybe Ill let you sneak a peak...ok, not seriously"
2076,0,Just failed my quiz....that's not good
2077,0,"dude this chick is psychotic, she is like posting everything you write lol i feel bad for you tila"
2078,0,I haven't taken anything revolutionary in a while. I need to
2079,0,thanks! i need to find a skin or a whatever so i can give him his snakebites. and some fucking ink!
2080,0,hooray! Now you can go out and spread regular disease! Which is probably worse than H1N1 by the sounds. Poor B
2081,0,"Ummm, where is this bus taking me?"
2082,0,Damn looks really sharp in 0.9.5 I must say.
2083,0,Watchin Pride and Prejudice
2084,0,what was the question?!
2085,0,Haven't twitted much lately. Sorry for AF447. Is your shoulder ok? Do you feel better?
2086,0,ì•„ì˜¤ ì‚´ì?´ ë¬´ëŸ­ë¬´ëŸ­ ë¶™ì–´ë‚˜ê°€ê³ ìžˆì–´ ã… ã… ã… ã… Continuously gaining weights
2087,0,I just randomly woke up at almost 2 am
2088,0,Went looking for Pete but I think he's long gone. He's never been outside. Worried. Heartbroken.
2089,0,and thats a bad thing??? because of the ----&gt;
2090,0,missing my loves
2091,0,"officially 60% done researching paper, 0% done writing. and does anyone know what FML means?"
2092,0,you're in vegas without us?
2093,0,Indeed! You'd think they'd provide a used to work for AT&amp;T so you get special treatment&quot; phone queue. No such luck!
2094,0,i still not into asianromance nil! the scenes was 'tooo much'(read:lebaih) ..
2095,0,I missed Real Housewives of New Jersey tonight and forgot to record the season finale of Law Order: SVU. Darn maaan.
2096,0,Arghhh history PANIC !!
2097,0,Their 'mild' sauce is beyond mild - its crazy to even call it mild
2098,0,"saw you all the way down at the other end of the school already, I was like damn"
2099,0,He freaking deserves it though. Dumb old man. Not letting me have more time so that I can finish this friggin' paper.
2100,0,aw sasha i almost cried when i saw you aw man i love you girl! and timmy i never aw you!
2101,0,there is another show after us. but we'll make it extra amazing!!
2102,0,oh Missing seeing in Sydney today/tonight at one of my favourite bookshops. Stoopid work travel
2103,0,So there I was getting out the shower and drying off...and most of my skin went with the towel. I WANT TO KEEP MY SKIN!
2104,0,The colder weather is starting to arrive
2105,0,Which sadist took my headphones away while I was off eating lunch?
2106,0,Where's the sun gone it's cloudy!!! I've gotten to used to the nice weather to take it away from me!!!
2107,0,"im already binging,on some crisp's i have'nt eaten them all only half i could stop,but i have no control right about now"
2108,0,Crazing for Mr.Bean chocolate pancake Yum yum!
2109,0,Okay. I need to get my shit straight. Got alotta hmwrk done for once. Not math though
2110,0,been attacked by the hay as well today
2111,0,"Small3y is . And brother has it over my grans so it COD4 for me, dont really like 5. /Smalley"
2112,0,where did you go?
2113,0,using (var me = new James()) { james.DoWork(); } // I'm disposable
2114,0,would take me 20 mins to get my baby sorted then get a bus....another 20 mins.... my other half works in stockton but wont go to get him
2115,0,"never left my dog in the kennel before, but we have no one else that can take them ... I am dreading leaving them"
2116,0,GAAAHHHHHH the white and black one is SUUPERRR cute!! but then i loooove my dress i have now too! it's soo hard
2117,0,got some coffee before too stiff to get up and get some.my mom seems sad I wanna leave later
2118,0,"Is anyone doing anything exciting for origin tonight.. I think I'm watching the Game at home, by myself.."
2119,0,wee bit sleepy big man... worked til 3 need jimmy jams and duvet
2120,0,sorry to hear that man I hope everything works out
2121,0,T-1 I MISS YOU SO MUCH. Why can't T-1 be our class instead??
2122,0,3 more hours.
2123,0,"I can't sleep cuz my throat hurts alot, I can't find any cold/congestion meds, now the outside birds are singing morning already!"
2124,0,I see you guys partied hard...lOl I really wanted to be there
2125,0,why are screening passes $200!? there goes my chance of meeting Megan Fox
2126,0,Somehow just isn't the same without Roy HG.
2127,0,my brain died
2128,0,i want to cry
2129,0,has earache
2130,0,Geting ready as i pack 4 paintball oh man
2131,0,it........ is....... cold.......... again.............
2132,0,Back at stupid work can't wait for my days off and go to the shark infested beach
2133,0,yeh but im gunna b there an hour early nd im gunna av an hr doing nothing after... i av no 1 2 meet up with
2134,0,shit i better go....i don't wanna go 2 work
2135,0,Is missing her friends. Especially at work
2136,0,School comes way too fast. Tired
2137,0,"the sun is shining, the birds are singing and I'm working but I have just booked 2 weeks off in September Yippiee )"
2138,0,Ready for finals... Not
2139,0,Fever again ________________________________________________ Take GoogleTalk mobile with fring www.fring.com/googletalk
2140,0,Just had 2 chemistry exams. Brutal. My life is ruined. there is go way I got higher than a D
2141,0,"LOL surrender and hug accepted. Although, perhaps I could be just a little bit ill do you think? No? OK ;)"
2142,0,Nooo! What happened?!
2143,0,i'm in Alrajhi bank to get loan
2144,0,really really want my lip pierced
2145,0,This sucks.. How about contacting Twitter?
2146,0,face books applications are not meant for indians...
2147,0,Gilmore Girls is so sad at the moment Does anyone know what series it is that E4's showing atm?
2148,0,"Oh great, some comfort you are lady!! It's not wrong to want a friend who is just straight forward even if they are male."
2149,0,My FriendFeed Search doesn't remember my search options.
2150,0,Not wanting to go and get blood work done
2151,0,"Abbigale is gone to school today, lets see how long she can stay with her bad arm. My poor girl"
2152,0,Missed the Wednesday Colloquium on Random Networks
2153,0,I have to tell my kids today that I probably won't be here next year
2154,0,"ooooh lovelyy *_* but dont forget Jersey, and i have the biggest new EVER for you dear bass player..."
2155,0,hahaha! its funny but expensive and i don't like the aftereffects
2156,0,...
2157,0,some of my strawberries were squashed
2158,0,sorry to hear that a bad one?
2159,0,isPlayer Has Died! Sorry
2160,0,is drained. Will surely head directly to bed once she reaches home. [phplurk.com]
2161,0,"Laptop died At least can tweet from phone.. Oh well, i really want a new laptop anyway. Any kind souls?"
2162,0,I've drank for too much summer fruit juice and am now feeling worse for it... Oh the pain
2163,0,"Today sucks balls, last night had major argument with 2 housemates who don't want to pay bills fairly and now my friend is moving away"
2164,0,"Trained the intern girls this morning, cheered on Chano as he ran his mile...all this physical activity and I got none!"
2165,0,eh
2166,0,"is sadly leaving on a business trip for a couple of days. Missing Jill, Eth and Jack already... in Romulus, MI"
2167,0,The one night I let myself slack off and nothing goes right.
2168,0,you think that now....give it 2 weeks! i agree working in manhattan is amazing but the commute SUCKS!!!!
2169,0,I'll have 2 try that 2nite after rehearsal
2170,0,testing out without succes
2171,0,Mom has a migraine poor thing i gotta go to work
2172,0,in a cab with the JR. taking him 2 skool (even tho i just brought a bi-weekly unlimited) 120th 7th
2173,0,bisa yah dobel longan di JCo ? Si soursally mah ga boleeee..
2174,0,Ok soo whoo ends up accidentally krazy gluing her lips together?! Smh bad morning. Nervous about my 2nd circuit appellate argument today
2175,0,ahhhhh Im gna die!!!! mail ain't com thru LOL waaaa. xx
2176,0,New iPod just arrived! Crap i miss my old one
2177,0,wooohoooo! i hate bubbly ugh
2178,0,why is this commute so hard this morning
2179,0,"Yes, but unfortunately I cannot aid you all in your cause as I am not from the UK and so cannot vote"
2180,0,Is lonesome missing Ben
2181,0,headache = not fun
2182,0,"Needed a shoulder, got the stiff arm. Better at it alone anyway"
2183,0,"thank you so much for the well wishes! Better today, just not 100%"
2184,0,"Uh, tired. Weather sucks!"
2185,0,"Back from the vet. Can't find anything wrong with him, other than having severe case of the blues ......poor puddin cat"
2186,0,My arm hurts like a bitch
2187,0,"I was going to make the video, but I've found out that my computer is so old it can't run the recording program"
2188,0,Just learned that died yesterday. Sad sad news
2189,0,ladies and gntlmn the peanut farmer from georgia and former us prez jimmy carter has entered the lebanon! but no helicopters like biden
2190,0,I just read your email *hugs*
2191,0,Ozzy misses his nice weather
2192,0,Don't tweet about food. I'm so hungry
2193,0,Hoy no ha sido un buen dÃ­a at all .....Need support
2194,0,Construction going on at the house. New WIndows being put in. Flashbacks of FRSTeam are happening. Not good. All ready need alcohol.
2195,0,i have food posioning
2196,0,wow is that where yr goin!!!! back still sore hope u hav a great nyt hun
2197,0,bad day
2198,0,U said last wk that u were going to do the tkt comp differently this week?Still no evening comp has been done 4 us workers
2199,0,Feeling not so good
2200,0,"i really really have to go pee, but no one wants to stop"
2201,0,Looks like it is going to chuck it down with rain. Where did the sunshine go
2202,0,I am so jealous of you guys!!!!!!
2203,0,Im still laying down
2204,0,I was watching the hunter rings for a bit yesterday. love the trees. sorry the rain has put a damper on things
2205,0,RIP David Carradine you will be missed
2206,0,"err. Diba sabi june, every sat. Oh well"
2207,0,"no, I've looked at the footage which is brilliant, but won't have time to sit down and plan through it till sat"
2208,0,"Me too, haven't been out at all week. Won't finish for another hour. Worst thing about being freelance? No paid holiday"
2209,0,why does it hurt to breathe??
2210,0,20th anniversary . . .&quot; seems to be a poor choice of words those who died in the name of democracy . . .&quot; ?
2211,0,i have a little pain in my tummy tumpkins
2212,0,I'm sorry!!!! Long day I love you sister!!
2213,0,feeling like shit at work...yay me
2214,0,"Hahahaha Our computers might explode from the GQMFness of it!!! But ugh, yeah the eyebrows..."
2215,0,"yeah..wish I would have had a little spy cam in my glasses for moments like those, ya know?"
2216,0,Didn't even see anyone at tbs
2217,0,OMG and ur not even coming back screw it!
2218,0,I don't want it to rain
2219,0,whatt??? well after that can u some pick me up please otherwise i have to walk and its really dark and cold and i wanna c u
2220,0,just got home but no one is here i hate being alone! i miss ru ru
2221,0,pic link not working here
2222,0,Wow Hermana...Baby Boy Armstrong is ugly
2223,0,So glad this working day is nearly over
2224,0,Excited for today ! Sister's coming over w/my nephews from LA . I need coffee b-fast . I felt sorry for the little birdies last night .
2225,0,usually i live on oranges when im sick but they havent worked lately i cant wait till america coz it is SUMMER there!!!!
2226,0,A cute little bird just flew against my window and died.
2227,0,Waiting forever to get cam a haircut
2228,0,Oh cool ... but would be a little expensive incl. shipping
2229,0,hmm life just doesnt get any better
2230,0,"My mom forgot my fucking modem, AGAIN! ah, I want my own Internet back."
2231,0,tonight = early night. i'm shattterrreeed.
2232,0,todays weather sucks and its perfect close pleaseeee i hope they dont keep my on call
2233,0,First day of finals Ahhhhhhhhhhh
2234,0,illness...can you imagine it? in summer? pfh...nice...
2235,0,nolar..hehe no sunken treasure ler.. gonna be quite horrifying.. possible lots of missing bodies too..
2236,0,Just updated my post on women sneakers! Loved the piece wrote on being a sneaker freaker too. Don't know how to post links yet
2237,0,Heartbroken.
2238,0,"is in a state between tired, sleepy and hungry. Just don't know what to fulfill first"
2239,0,"How can one be a Longhorn AND a rocket scientist? Mutually exclusive? Just kidding, I'm a LH...but hardly a rocket scientist."
2240,0,Mikkell is sick with the flu... my poor baby Just tryna nurse him back to good health
2241,0,Before the storm (8)
2242,0,Just made my tummy happy yup yup! The sounds of fuse is rocking my brain! Don't like the rain very much fish don't stink underwater.
2243,0,Look at the bloody bloody bloody BLOODY weather
2244,0,wish you were here enjoying this sunshine. The only downside so far is that I already have a sunburn.
2245,0,Really don't want to ride my bike all the way to J-town... I truly am a srew up. I picked the worst time to wreck the car
2246,0,"is it just me, but it's not easy to spot manga Is there another just for manga? I am still learning"
2247,0,"um. The Tony's are on sunday.... this jeopardy, and the olympics are the only reasons i wish we had tv."
2248,0,"Need 2 ask new Qs pre-inperson Interview. Looking bk, what do U think U should have asked, about daily resp, goals, co...?"
2249,0,Driving to Cali today! Which means I'm close to the end of my trip
2250,0,sorry man. Forgot about the comp room
2251,0,Hmm can't upload a pic. Been trying 4 awhile now
2252,0,The beach is not as much fun alone.
2253,0,today in health this kid showed up this card with a bunch of circles.and one of the circles is a different color...noone got it except me
2254,0,"oh yeah: bank, credit union, and verizon store, too. our phone batteries are crapping out much like"
2255,0,I want my braces off
2256,0,"- aww, you look so adorable here! you're too photogenic! jealous again."
2257,0,"Still not left yet, it's cold windy out there, do you think Lola would mind awfully if I didn't take her.......probably"
2258,0,Booooooo Im all alone at work....this sucks
2259,0,i wish i was with
2260,0,anybody see bblb earlier? why cant I get into it this time? I think it must be me coz im usually a fanatic. maybe too old now lol
2261,0,"it's not... swine flu, or SARS, is it? wait. our good buddy? O.o"
2262,0,that sucks.
2263,0,These women at work have so much to complain about wtf... I never want to get old and miserable!!
2264,0,that was just so terrible! I can't believe she did that to that poor kitten. Poor baby
2265,0,"ATL show tonight, but i'm in the hospital. doctor's orders: rest tonight, go see Doug Sat AND Sun! front and center bitches"
2266,0,"my gaydar for guys is really good, but my gaydar for girls seems to be broken wahh. NOT helping!"
2267,0,That is exactly what happened! I'm too traumatised to even watch one of their adverts now
2268,0,"I wish I could be there tonight, I was so psyched to drive up there. Then I woke up w/ a toothache from hell."
2269,0,"I'm still at work, even now. It is no good."
2270,0,"Sad Day, the broken wing butterfly I flipped over and hand fed all week has died WYC ones have been let free now, I have pics tho"
2271,0,Aahh I still haven't washed my hair yet this rain got me moving sloth like.
2272,0,you're not gonna be tmobile anymore?
2273,0,I thought you were cool
2274,0,has found a poor dead fishie in her pond... Didnt even know I HAD any fish in my pond!! Bloody big coy carp too!!
2275,0,You don't love me anymore
2276,0,"Frustrated by feeling sick. Want to do things and enjoy the weather, but I can't."
2277,0,poopy weather SATs tomorrow...kill me
2278,0,"Wow what a night! So much fun, to many calories but a fab night"
2279,0,Yeah...autotone abuse runs wild on popular radio. just say NO
2280,0,yeah my old camera could handle the bass better. But that's why I also have a camcorder! lol
2281,0,I stress/guilt over leaving it something awful
2282,0,": Know exactly how ya feel, too. Got sick on vacation in HI CA once. Not fun! Feel better, Shawn!"
2283,0,What colour is it?
2284,0,"haha! I wish!... this weather makes me lazy, I wanna go 2 the beach already"
2285,0,"Excited to see the new light rail trains doing their test runs. Light rail starts July 18th In the meantime, I am trying to catch a bus."
2286,0,"going get an early night, 8 and a half hours of exams takes it out of you 2manydj's tomorrow though"
2287,0,verizon AT&amp;T has no reception. where I live.so sad
2288,0,Sorry that I havn't been twittering today
2289,0,Is not having a good day..
2290,0,"Will be away from 6 - 12 June for Work, going to Lourdes, tried to upload a video explaining but YT keeps giving me errors when uploading"
2291,0,"you JUST found them? Oh man, do I need to start linking you awesome web comics? I read so many"
2292,0,I Missed you. I was at work today
2293,0,Feels as if good guys are never meant for good girls
2294,0,I havent missed a CT concert until today....so disappointed
2295,0,My bellybutton hurts
2296,0,Did you all know it was National Doughnut day? :3 Makes me want a donut.
2297,0,going to get my hair cut
2298,0,i miss my SWAC cast! October hurry up!
2299,0,MY internet sucks so much I can barely load up twitter without banging my computer against a wall
2300,0,Wish we could go.
2301,0,TGIF! Sad that the swimming weather is gone for the weekend But good if you need some sleep.
2302,0,I love Lamp wanna play in the potty. Momma says No to both
2303,0,have not seen it yet.. kinda why I wanted to hear what you all were thinking. Hard to get to the theater these days.
2304,0,just licked all the glue off that envelope. i failed
2305,0,I've got the theme song from Lie To Me stuck in my head. It's not on iTunes though.
2306,0,Looks like I might be staying in tonight
2307,0,Woo! John Morrison beat Shelton Benjamin.... I love how athletic John Morrison is. So swift. So smooth.... I wish I could do that
2308,0,I am so over being stressed if it's not one thing it's another. The drama never ends!
2309,0,i want porn star begone...they just keep on following me
2310,0,There was no service and u were doing ur hair
2311,0,I wouldn't know. I don't haz those
2312,0,"and it's all over now, baby blue..."
2313,0,I'm still bummed at twitter. All the avatars of the people I follow don't show on my side bar.
2314,0,didn't go to work today and is sick as hell!
2315,0,"noooo idk, its a hacker"
2316,0,F#cking muskitos! I feel soo sorry for myself..
2317,0,I know where Donnogle is!! If only I could get there first... but alas I am in New Plymouth!!
2318,0,i've been working on this silly english project all day. it beats math for a while though ugh
2319,0,"I was using the demo version all e while, guess nw i gotta purchase it or smth so sad, it was my FAVOURITE app!"
2320,0,kok bisa ibund?? hiks hiks... Happy bday andung!!!
2321,0,oh you know someone i may or may not have treated like crap and am going to be making the same mistake with soon enough
2322,0,"Craving subway so bad right now. Mum left without me,"
2323,0,omg ur up to 999 already?? cheater....you twiammed your way up there
2324,0,tickets for jesse mccartney (and new kids and jabbawockeez) is from 30 to 100 dollars. 10 for the farthest/worst seats though. HAHAHA
2325,0,Walked for 3 hours and half after I lost my bus ticket
2326,0,"Is about to give up hope on ever having a relationship with her dad, which makes her really sad"
2327,0,"yeah, it's for the spring semester which ended a month ago. and nooo i don't have a job yet but other than that its good!"
2328,0,"MY BDAY weekend starts NOW!!!! okay, i tend to be self-involved..."
2329,0,I hate babysitting. I hate children. I hate yelling. I hate undefined bedtimes for humans under the age of 13. I hate doing nothing.
2330,0,I'll TRY not to mention in around King Sirius.
2331,0,does that mean you're giving up your mini
2332,0,out of work finallyyy ;) gonna stay home to night and relax damnn im tired
2333,0,follow me stupid
2334,0,awww. that's so sweet. it sucks seeing that stuff.
2335,0,i iz gud Peppah - just trying to figure out how to get back into Tweetdeck. i don't like to twitter on the web.
2336,0,Just beat Crysis Warhead.
2337,0,I come to Boston and the Red Sox lose.
2338,0,I feel like crying.. [[ sigh.. ]]
2339,0,It's almost a week since I've been back but I feel like I got home yesterday.
2340,0,Sorry to hear that.
2341,0,"hahaha! Iwish I had said that. Sorry, I was retweeting somebody else. Sorry to disappoint"
2342,0,- i was watchign it and i did not see you! i am quite upsety right now gosh that's what i get ...
2343,0,"Going to play Sims 2, Lorin's but she's going to pass out. I wish I had Sims 3 Painting the fence tomorrow!"
2344,0,--Bored&amp;Tired! Hope my lil sis gets to feeling well again! The movie Land Of The Lost was great so Funny! Will Ferrell is GREAT!!!
2345,0,Ugh party was ruined on the account of... Well wateva doesnt matter SMH... Ready to head back home
2346,0,I don't want sick .. I have a sore throat
2347,0,lol lets drive up right nowwww aha i wish i wanna see jordin!
2348,0,My neck fucking hurts.
2349,0,"Holy sheesh, when you guys say you don't fool around. Merch up by 1AM Eastern Time, and me with no credit card."
2350,0,I really wish I didn't have stupid work tomorrow
2351,0,"Let's try again..'I don't know what's wrong with me, I'm just not in the mood to write anymore '"
2352,0,I'm tired from packing and hauling and having to keep my face&quot; around my ex. :-p And I hurt. I hate having to take the meds.
2353,0,Just finished a drum track for one of my songs. Only toke me an hr. I now hav 3 blisters on my right hand not pretty SO TIRED!
2354,0,"Why did i choose carrots as a snack when we havve chips, ice cream sandwhiches, creamcibles and cookies in the house what am i on"
2355,0,hmm. from the park. tiring but fun though. swoosh. haha. summer is over Philippines. school is ringing again!
2356,0,Going home before the concert is over Boo
2357,0,"Sleeeping.. oh, no, wait... waking up for work.."
2358,0,ha wat up ha i barely saw you tonight . .
2359,0,Omfg i burnt my cookies
2360,0,darn papers! finished the elements but still have to make several papers to round up the kit
2361,0,It's rly hot -
2362,0,Hey Coach! Show was CRAZY! Had to watch the phn lines and couldn't check my Twitter page! Thanks for listening!
2363,0,I didn't get it. Don't you have my e-mail? Or do you just not care about me?
2364,0,"Regardless of the situation, breakups are not easy. kind of suck!"
2365,0,"yes, to the devout an app like that would come in handy. I never did get a donut."
2366,0,swine flu at an Auckland Daycare centre... not cool those poor parents
2367,0,mad that ive missed every Conan show this week... ...except for tonite! yes! :] he's still my fave......!
2368,0,Matt doesn't talk to me
2369,0,"Hostel breakfast is dec, it's raining loads here"
2370,0,...I was absent because I overslept and what did u do for English ? I missed the end of Romeo Juliet didn't I !???
2371,0,I'm not sleepy anymore after taking a nap at taco cabana while my habibatees take pictures of me
2372,0,i wanna watch the new ep but of course it's ppv..put it on the pay members page too..please matt!!!
2373,0,so jelous i've search alot but no see
2374,0,The comic book shop opens up at the exact same time I have to be to work in the morning. And it closes before I get off.
2375,0,i don't wanna go to high school i'll hate it. really.
2376,0,go to sleep and stop waking me up !!
2377,0,Boys came thru..guess the partys over. Haha. WITH a gahdamn bottle on the way! Boo
2378,0,hahaha my pill box some guy at this resturant had tot ell me to smile. but other than that everything is fine! not burnt! woo!
2379,0,just sad... when love takes over you know u cant deny when love takes over cuz somethings here tonight... wanna party w/my friends
2380,0,Workin 9am to 9pm without a break that has to be illegal!!! Im gonna be like a zombie by the end of today
2381,0,We just had a letter to say our mortgage payments are going up
2382,0,"Getting ready to go to bed, it's late and I have a busy day tomorrow. I wish my BFF was around I miss her."
2383,0,"2am, in vegas and not nearly drunk enough. I came with a bunch of prudes"
2384,0,i should never be allowed to drunk dial
2385,0,That's a shame It's the Bradford Mela next weekend so hope the weather isn't like this.
2386,0,Good morning to twitters n Saturday! Preppin to take Gibson (cutest kitten ever) to vets for his 9week jabs..my poor ickle tiger Gulp
2387,0,"Of course you're right, oh my shame I shall now edit and delete that post like nothing ever happened."
2388,0,"Its raining great, so much for having a BBQ"
2389,0,I can too...cuz even working as an ICU RN I can't get a car loan
2390,0,"gaaah i know! poor milo. he doesn't deserve shit like her. i vote he goes back to alexis, if i can't have him!"
2391,0,"probably not till late next year now. It's a lengthy process. can't wait to get to Hendon. Gimme my cuffs, gimme my spray lol"
2392,0,"Booo Hoo! Its not my mistake I just wanted to see Jennifer Aniston, Drew Barrimore Connely in a movie.. BUT the movie was a MISTAKE!"
2393,0,i wanna die.and is not replying ( can somebody help me ?
2394,0,says this is prolly the lamest Friday night I've had in a loooong time
2395,0,asks did i disappointed you? so you make me wanna cry like a baby?
2396,0,20 degree drop in temperature and constant rain - not fun
2397,0,"1-0, 1-0, 1-0, 1-3, 0-0, 1-0 we're away..."
2398,0,I know Those blue cnuts are going to get in aren't they
2399,0,"please please, someone take the geek and the stepson, they are driving me up the wall"
2400,0,not too sure... I'm steadily trying to convince my family to buy houses out here and come live with us...Cgy is low on my list
2401,0,Its Raining!!
2402,0,Oh. Hahaha. Yeah. Good luck Is 3rd year hard? So I should recite na ba or what? I need advice!
2403,0,still no followers OR requests..
2404,0,I miss my blackberry ..... sooo much!!
