,index,0,1,2,3,4,5
176,1761,0,1992373708,Mon Jun 01 08:38:58 PDT 2009,NO_QUERY,restlessly,Gu Hye Sun sounds less irritating dubbed in Indonesian though LOL she sounds sensible and less over-acting. I still prefer Inoue Mao. 
177,1771,0,1992833442,Mon Jun 01 09:23:46 PDT 2009,NO_QUERY,princessdreana,i always feel sick lately 
178,1781,0,1993406881,Mon Jun 01 10:19:36 PDT 2009,NO_QUERY,avianloves,i miss going to school and seeing my lunch group 
179,1791,0,1993898692,Mon Jun 01 11:06:05 PDT 2009,NO_QUERY,HandsomeFireman,Sitting on the dentist office. Looks like I'm gonna be here for awhile. 
180,1801,0,1994411645,Mon Jun 01 11:53:06 PDT 2009,NO_QUERY,sweetcaroline04,this is the sickest thing i will see all week... i miss my STi    http://tinyurl.com/nqf89r (via @robdyrdek)
181,1811,0,1995062578,Mon Jun 01 12:53:27 PDT 2009,NO_QUERY,lost_dog,@glaves I am lost. Please help me find a good home. 
182,1821,0,1995632956,Mon Jun 01 13:48:08 PDT 2009,NO_QUERY,MorgannRosee,"@jenjenxd lol gladiators ,and they cuz into me  x"
183,1831,0,1996121319,Mon Jun 01 14:34:03 PDT 2009,NO_QUERY,louise_hendy,kasabian advert... wish i was going to Oasis this weekend  kasabia and the enemy are supporting as well &lt;3
184,1841,0,1996589559,Mon Jun 01 15:20:30 PDT 2009,NO_QUERY,nw2d,spin was crap. i wasnt even their for even half an hour and i went home 
185,1851,0,1997009055,Mon Jun 01 16:05:22 PDT 2009,NO_QUERY,thekiwanian,Just downloaded Mega Man 9. It's retro-hard! 
186,1861,0,1997447164,Mon Jun 01 16:51:59 PDT 2009,NO_QUERY,Fluffy_Cupycake,Fuck me i have 6 horny kittens people following!!! 
187,1871,0,1997941667,Mon Jun 01 17:43:25 PDT 2009,NO_QUERY,jasminedesiree,"@Smokeroomsocial Oh, when are you babysitting till? "
188,1881,0,1998429670,Mon Jun 01 18:32:04 PDT 2009,NO_QUERY,alexxmac21,doing hw 
189,1891,0,1998990350,Mon Jun 01 19:27:33 PDT 2009,NO_QUERY,yelperalp,@rohansingh more like lack of work.  
190,1901,0,1999622490,Mon Jun 01 20:32:15 PDT 2009,NO_QUERY,IoniXs,i got discontented from the 1vs100 beta 
191,1911,0,2000033497,Mon Jun 01 21:16:45 PDT 2009,NO_QUERY,lifeismusic434,"@Wickalicious Yeah, and it's to be released in November. That's waaay too soon. They're going to rush it. "
192,1921,0,2000417649,Mon Jun 01 22:04:18 PDT 2009,NO_QUERY,Indilala,last day 
193,1931,0,2000768924,Mon Jun 01 22:55:00 PDT 2009,NO_QUERY,kieranwelch,"I blow dried my shoes using the hand drier in the bathroom, but theyre wet again "
194,1941,0,2001094587,Mon Jun 01 23:49:32 PDT 2009,NO_QUERY,christinadagger,@eddwhatWORD Sugar and butter on toast is oldschool? I only learned about it last year  It's like a cookie!!!!
195,1951,0,2001423097,Tue Jun 02 00:50:13 PDT 2009,NO_QUERY,ghostwhisperers,@SyrupTiger I planned on watching Ghost and then I forgot  Damn it Carl: @SyrupTiger I planned on watching Gho.. http://tinyurl.com/ml5nw5
196,1961,0,2001790105,Tue Jun 02 02:04:57 PDT 2009,NO_QUERY,marginatasnaily,"@_hayles oooh! I got Ponderland off Ebay last week - should be here soon! No NY dvd yet  you SAID it'd be here today, Hays! Still time ..!"
197,1971,0,2002146383,Tue Jun 02 03:17:50 PDT 2009,NO_QUERY,robertgravina,@mreinsch Yeah. Bummer I got an #iphone before I knew about the docomo phone  I want to write #opensource apps but costs $$$ on the iphone
198,1981,0,2002476462,Tue Jun 02 04:19:37 PDT 2009,NO_QUERY,Lasuzcreations,Not getting much done this week since I've been called for jury duty 
199,1991,0,2002813259,Tue Jun 02 05:13:27 PDT 2009,NO_QUERY,heyshielav,my tummy is aching 
200,2001,0,2003187455,Tue Jun 02 06:03:18 PDT 2009,NO_QUERY,yolibonilla,@DaphneTX Morning!!!!! I finally made it in! 
201,2011,0,2003835085,Tue Jun 02 07:13:42 PDT 2009,NO_QUERY,tonyk,@digsby have you guys even started working on a Mac client? 
202,2021,0,2005100114,Tue Jun 02 09:12:30 PDT 2009,NO_QUERY,princesspink08,hey twitter i miss u...i so wish i had twitterberry again but it fuks up my fone  start working monday full time wnt b on here much ;-(
203,2031,0,2006624731,Tue Jun 02 11:26:33 PDT 2009,NO_QUERY,postsilence,rt @GreatDismal: Shiny! http://tinyurl.com/q6nrec [Thanks to Jack Womack.] wish I was exploring &amp; salvaging from vegas neon boneyards 
204,2041,0,2008164578,Tue Jun 02 13:43:06 PDT 2009,NO_QUERY,samoanshorty,Any update on the brazil flight that disappeared a few days ago? 
205,2051,0,2010179631,Tue Jun 02 16:56:53 PDT 2009,NO_QUERY,lynea8472,I miss @kaylapace .... even though I kno she ain't missin' me...but it's ok...no one misses me anymore. 
206,2061,0,2011530003,Tue Jun 02 19:09:52 PDT 2009,NO_QUERY,VR0,Nintendo presentation .. was.. a deception  Who's that girl!!!! She was just ANOYING!
207,2071,0,2012570449,Tue Jun 02 20:53:33 PDT 2009,NO_QUERY,amycoalition,@leeleecaker no idea yet 
208,2081,0,2013127093,Tue Jun 02 21:58:46 PDT 2009,NO_QUERY,TheEndeavour,@ingermewburn hooray! Now you can go out and spread regular disease! Which is probably worse than H1N1 by the sounds. Poor B 
209,2091,0,2013562336,Tue Jun 02 22:59:16 PDT 2009,NO_QUERY,MsMeg2008,missing my loves 
210,2101,0,2013906977,Tue Jun 02 23:54:45 PDT 2009,NO_QUERY,sally9055,@timjingma @smtkeb aw sasha i almost cried when i saw you  aw man i love you girl! and timmy i never aw you! 
211,2111,0,2014247851,Wed Jun 03 00:54:52 PDT 2009,NO_QUERY,Dumskull,@Wossy been attacked by the hay as well today 
212,2121,0,2014596695,Wed Jun 03 02:03:23 PDT 2009,NO_QUERY,JoshSemans,@SwitchMac sorry to hear that man  I hope everything works out
213,2131,0,2014916926,Wed Jun 03 03:06:36 PDT 2009,NO_QUERY,dixie2691,Geting ready as i pack 4 paintball oh man 
214,2141,0,2015250123,Wed Jun 03 04:08:28 PDT 2009,NO_QUERY,Katia_Mauricio,Just had 2 chemistry exams. Brutal. My life is ruined. there is go way I got higher than a D 
215,2151,0,2015577037,Wed Jun 03 05:01:15 PDT 2009,NO_QUERY,mksparks518,Not wanting to go and get blood work done 
216,2161,0,2015951687,Wed Jun 03 05:52:20 PDT 2009,NO_QUERY,celgie,is drained.  Will surely head directly to bed once she reaches home. [phplurk.com] http://plurk.com/p/y4yh7
217,2171,0,2016395785,Wed Jun 03 06:42:13 PDT 2009,NO_QUERY,andriesreitsma,testing out #Adobe #browserlab without succes 
218,2181,0,2016906024,Wed Jun 03 07:33:00 PDT 2009,NO_QUERY,Noninomes,Is lonesome &amp; missing Ben 
219,2191,0,2017827261,Wed Jun 03 09:00:46 PDT 2009,NO_QUERY,spproductions,@TiffanyJManager I just read your email  *hugs*
220,2201,0,2018972631,Wed Jun 03 10:48:03 PDT 2009,NO_QUERY,JoshRusch,"i really really have to go pee, but no one wants to stop "
221,2211,0,2032564205,Thu Jun 04 11:26:26 PDT 2009,NO_QUERY,lyricswithmusic,@washdems &quot;Happy 20th anniversary . . .&quot; seems to be a poor choice of words  &quot;Remember those who died in the name of democracy . . .&quot; ?
222,2221,0,2039971312,Thu Jun 04 23:16:58 PDT 2009,NO_QUERY,CHRISTINAMAYY,just got home  but no one is here  i hate being alone! i miss ru ru
223,2231,0,2044402288,Fri Jun 05 09:18:21 PDT 2009,NO_QUERY,Fredrikkk,"My mom forgot my fucking modem, AGAIN! ah, I want my own Internet back. "
224,2241,0,2045247557,Fri Jun 05 10:27:05 PDT 2009,NO_QUERY,yelliboo7,Mikkell is sick with the flu... my poor baby  Just tryna nurse him back to good health
225,2251,0,2046149035,Fri Jun 05 11:45:47 PDT 2009,NO_QUERY,thread_gill,@tWiTtaBrO99 sorry man. Forgot about the comp room  
226,2261,0,2046973342,Fri Jun 05 12:57:59 PDT 2009,NO_QUERY,DianneMcA,anybody see bblb earlier? why cant I get into it this time? I think it must be me coz im usually a fanatic. maybe too old now   lol
227,2271,0,2047699334,Fri Jun 05 14:02:40 PDT 2009,NO_QUERY,TheCatcherOnRye,"Sad Day, the broken wing butterfly I flipped over and hand fed all week has died  WYC ones have been let free now, I have pics tho"
228,2281,0,2048305330,Fri Jun 05 14:59:27 PDT 2009,NO_QUERY,She_shines92,@theblackestsea yeah my old camera could handle the bass better.  But that's why I also have a camcorder! lol
229,2291,0,2048852107,Fri Jun 05 15:52:56 PDT 2009,NO_QUERY,MokongX3M,"Will be away from 6 - 12 June for Work, going to Lourdes, tried to upload a video explaining but YT keeps giving me errors when uploading "
230,2301,0,2049369432,Fri Jun 05 16:45:39 PDT 2009,NO_QUERY,ekgarcia,@Beekum Wish we could go. 
231,2311,0,2049922226,Fri Jun 05 17:44:29 PDT 2009,NO_QUERY,michellesoong,There was no service  and u were doing ur hair
232,2321,0,2050360048,Fri Jun 05 18:31:48 PDT 2009,NO_QUERY,princesslivvy,@raykeenanqueen kok bisa ibund??  hiks hiks... Happy bday andung!!!
233,2331,0,2050855749,Fri Jun 05 19:24:57 PDT 2009,NO_QUERY,peterscastle,@pimpsticklucius I'll TRY not to mention in around King Sirius. 
234,2341,0,2051233379,Fri Jun 05 21:15:33 PDT 2009,NO_QUERY,EvanMartin,@randellfever  Sorry to hear that.
235,2351,0,2051577966,Fri Jun 05 22:20:12 PDT 2009,NO_QUERY,firedancer717,I really wish I didn't have stupid work tomorrow 
236,2361,0,2051931703,Fri Jun 05 23:10:51 PDT 2009,NO_QUERY,lliella,darn papers! finished the elements but still have to make several papers to round up the kit 
237,2371,0,2052285333,Sat Jun 06 00:13:31 PDT 2009,NO_QUERY,GGoldenHeart,@Arciga ...I was absent because I overslept and what did u do for English ? I missed the end of Romeo &amp; Juliet didn't I !??? 
238,2381,0,2052643940,Sat Jun 06 01:28:09 PDT 2009,NO_QUERY,kaylz_J,Workin 9am to 9pm without a break that has to be illegal!!! Im gonna be like a zombie by the end of today 
239,2391,0,2052983751,Sat Jun 06 02:48:30 PDT 2009,NO_QUERY,xcjm,"@_omgitsaine gaaah i know!  poor milo. he doesn't deserve shit like her. i vote he goes back to alexis, if i can't have him!"
240,2401,0,2053321403,Sat Jun 06 04:07:37 PDT 2009,NO_QUERY,Afrykah,@InfiniteP not too sure... I'm steadily trying to convince my family to buy houses out here and come live with us...Cgy is low on my list 
241,2411,0,2053638750,Sat Jun 06 05:13:58 PDT 2009,NO_QUERY,LostCarcosa,"is heading off from New Brunswick back to Salem, MA and the real world "
242,2421,0,2053957187,Sat Jun 06 06:10:59 PDT 2009,NO_QUERY,gexxinknox,kept waking up M last night because I yelled during my bad dreams. 
243,2431,0,2054315837,Sat Jun 06 07:04:45 PDT 2009,NO_QUERY,goldfries,"@markleo82 told alex going, later only i realize have to reg b4 go.  although site front say registration on that day at venue."
244,2441,0,2054669469,Sat Jun 06 07:50:54 PDT 2009,NO_QUERY,jessicapearl24,@jessmess then you wouldn't know me.  I love you. We will get through this together.
245,2451,0,2055042773,Sat Jun 06 08:35:18 PDT 2009,NO_QUERY,PurestLight,@hypnophil  Im ok ty. Its like back to winter here today 
246,2461,0,2055438050,Sat Jun 06 09:18:59 PDT 2009,NO_QUERY,ThinkerGoneMad,@Jersey2Bronx it still isn't available in my area! 
247,2471,0,2055893347,Sat Jun 06 10:08:48 PDT 2009,NO_QUERY,vain,the problem with my antiglare glasses is that i can no longer oogle at women behind me 
248,2481,0,2056465243,Sat Jun 06 11:11:35 PDT 2009,NO_QUERY,bianca_cullen,"AAAAAAAAAA DEU VONTADE DE OUVIR BEATLES, KD O MEU GREATHITS "
249,2491,0,2056876630,Sat Jun 06 11:57:46 PDT 2009,NO_QUERY,PolaScheps,yayyyay!! i'm gonna c my bff who i miss them so much 
250,2501,0,2057298217,Sat Jun 06 12:44:31 PDT 2009,NO_QUERY,kannibalKoi,so mutha effin bored 
251,2511,0,2057720593,Sat Jun 06 13:32:08 PDT 2009,NO_QUERY,christinastrain,"@mbreitweiser Man that sucks.  Yeah, anime kids are picky.  Lucky for me they love the Runaways. XD BANK!"
252,2521,0,2058117663,Sat Jun 06 14:18:02 PDT 2009,NO_QUERY,evanescencerokz,@kkaylin well were are probly going to have the time of our lives since were all going to be together.. but just promise you won't cry.. 
253,2531,0,2058509877,Sat Jun 06 15:05:03 PDT 2009,NO_QUERY,TrishaBratt_,come get some coffee! one more hour of work 
254,2541,0,2058922073,Sat Jun 06 15:53:46 PDT 2009,NO_QUERY,DAY26AISHA,@Ecris_Appeal er hem! what about my shout out 
255,2551,0,2059308224,Sat Jun 06 16:40:13 PDT 2009,NO_QUERY,faintbreaths,I'm awake. On a Sunday morning and at punggol. Super tired 
256,2561,0,2059681759,Sat Jun 06 17:25:21 PDT 2009,NO_QUERY,jessi_girrl,"looking for my lotto ticket, may of thrown it in the trash !!! "
257,2571,0,2060055738,Sat Jun 06 18:10:20 PDT 2009,NO_QUERY,ixchellopez,i didn't c your uptade @meeelyy :$ sorry 
258,2581,0,2060438610,Sat Jun 06 18:54:28 PDT 2009,NO_QUERY,norarosee,"Going to a party in dade city with my lovelies, @viablanca and lacey! Wish I had a certain boy I'm arms reach "
259,2591,0,2060814434,Sat Jun 06 19:37:47 PDT 2009,NO_QUERY,nickblaqk,"@childofdust Neither do I, but I must "
260,2601,0,2061201316,Sat Jun 06 20:23:02 PDT 2009,NO_QUERY,marily2500,Today was hate @marily2500 day.. 
261,2611,0,2061574240,Sat Jun 06 21:09:14 PDT 2009,NO_QUERY,shopoholic309,im actually getting teary eyed watching this... 
262,2621,0,2061932961,Sat Jun 06 21:56:45 PDT 2009,NO_QUERY,CH1CHi,@Eboneyjoy: hugz all nite mama even though you don't love my hugs when we in conf 
263,2631,0,2062284111,Sat Jun 06 22:48:26 PDT 2009,NO_QUERY,meganastalos,@brittianyerin COPYCAT! jk. man i wanna go to warped so bad. fuck my life. 
264,2641,0,2062635983,Sat Jun 06 23:49:29 PDT 2009,NO_QUERY,cherry_darlin,Dear jesus toothache 
265,2651,0,2062990939,Sun Jun 07 00:59:31 PDT 2009,NO_QUERY,danielrhyshayes,working 10-4 today on what could possibly be my last thunder shift of the summer! 
266,2661,0,2063359100,Sun Jun 07 02:20:26 PDT 2009,NO_QUERY,Footsie_1,@conordjpc I feel your pain bout there being no Kevin Kelly  Especially in this fight night as Mike Tyson is finally in it!!!
267,2671,0,2063690851,Sun Jun 07 03:41:34 PDT 2009,NO_QUERY,Rinfinity,"@CARINAargh daww! That's a shame  woz it like.. The exact same as his?  haha, straight outta a can. Hadehaha!!"
268,2681,0,2064004867,Sun Jun 07 04:54:05 PDT 2009,NO_QUERY,MichaelJW,"@rosedragoness Sadly not  But it hasn't happened in a while, so that's good"
269,2691,0,2064325312,Sun Jun 07 05:56:52 PDT 2009,NO_QUERY,SupaPreet,@nicgrbac finishing! luckkytt i'm doing civil eng n commerce and not even halfway yet  have exams now so trying to get through them alive!
270,2701,0,2064657831,Sun Jun 07 06:51:05 PDT 2009,NO_QUERY,bakabeko,I cant sleep 
271,2711,0,2064998099,Sun Jun 07 07:39:53 PDT 2009,NO_QUERY,shalashasks,"oh tomorrow is gonna hurt. . .oh well, nice knowing ye! "
272,2721,0,2065369451,Sun Jun 07 08:27:14 PDT 2009,NO_QUERY,duanecia,"In a semi-state of sadness, I don't have Summer Jam tickets "
273,2731,0,2065759707,Sun Jun 07 09:14:06 PDT 2009,NO_QUERY,cameronmagee,is heading to Sunday Family Lunch. minus Caleb. 
274,2741,0,2066167664,Sun Jun 07 10:00:52 PDT 2009,NO_QUERY,travisv23,Heading to Giant Eagle for 'comfort food' for my patients family. 
275,2751,0,2066588442,Sun Jun 07 10:48:12 PDT 2009,NO_QUERY,maiylaNaeya1205,whhhyyy does it have to be sunday already!!     that was quick
276,2761,0,2067049281,Sun Jun 07 11:39:19 PDT 2009,NO_QUERY,hbixler03,"@BlessedNest Awh, Happy Birthday to your baby!  My baby turned 4 yo last Wednesday.  *sniff* *sniff*"
277,2771,0,2067488168,Sun Jun 07 12:26:01 PDT 2009,NO_QUERY,sweetsarahhh,@coltonlittle I don't know...but I wish it would go away! 
278,2781,0,2067936928,Sun Jun 07 13:12:56 PDT 2009,NO_QUERY,wildpopprincess,I just watched one if those poor animal commercials 
279,2791,0,2068407474,Sun Jun 07 14:01:44 PDT 2009,NO_QUERY,jaisa21,ok big brothers on and i dnt have my @koist again 
280,2801,0,2068847621,Sun Jun 07 14:48:30 PDT 2009,NO_QUERY,TowerGal_13,@aquakat37 its true. Natalie is at disneyland. Amanda is at the zoo. You guys are at the mall. I have to clean the house 
281,2811,0,2069285507,Sun Jun 07 15:35:56 PDT 2009,NO_QUERY,joannelaurel,is on the quiet floor @ Club Ode cramming for finaaaals.. but I just wanna nap. 
282,2821,0,2069688690,Sun Jun 07 16:20:34 PDT 2009,NO_QUERY,ShaziaR72,Kid iD's trumpeter/guitarist is leaving apparently and their MySpace blog says a replacement who can play the trumpet would be a &quot;bonus&quot; 
283,2831,0,2070142431,Sun Jun 07 17:10:06 PDT 2009,NO_QUERY,codyg_ilove_ae,well @dadadadara our friend Heather can't go out tonight 
284,2841,0,2070601195,Sun Jun 07 17:59:13 PDT 2009,NO_QUERY,bubbleMAMI,@IAMYUNGJOC whyyy??? tell us why??? omg. thats..... interesting. lol. and embarrasing! 
285,2851,0,2071116841,Sun Jun 07 18:51:46 PDT 2009,NO_QUERY,whoffleck,BEA        BROADWAY AND I MISS YOU. I WISH I HAD A CHEESECAKE TO EAT IN YOUR HONOR RIGHT NOW.
286,2861,0,2071634979,Sun Jun 07 19:42:01 PDT 2009,NO_QUERY,dorkeelovex,@jram35 aww that's no fun 
287,2871,0,2072117109,Sun Jun 07 20:25:53 PDT 2009,NO_QUERY,alvingator,The Magic couldn't hang with the Lakers tonight     Hope they make a series out of it - at least 6 games
288,2881,0,2169448960,Sun Jun 14 14:31:20 PDT 2009,NO_QUERY,ddrfire,@squarespace Dang another One goes ... 
289,2891,0,2174683521,Sun Jun 14 23:04:48 PDT 2009,NO_QUERY,tnrainbeau,@omgitsdustin  sexy.....im really jealous....mine just chucked a donut at me  ~beau~
290,2901,0,2175031941,Sun Jun 14 23:55:05 PDT 2009,NO_QUERY,saikat_tablet,@RajaMukherjee yah that was a pathetic display of indian cricket..... succumbed to the chin music from the english bowlers... as always 
291,2911,0,2175385770,Mon Jun 15 00:50:32 PDT 2009,NO_QUERY,ParisChardae,I can't sleep....I've never felt like this before and I don't want to ever feel like this again 
292,2921,0,2175728112,Mon Jun 15 01:49:25 PDT 2009,NO_QUERY,Vilvilori,Back to Office - Ã Â®â€¡Ã Â®ÂªÃ Â¯?Ã Â®ÂªÃ Â®ÂµÃ Â¯â€¡ Ã Â®â€¢Ã Â®Â£Ã Â¯?Ã Â®Â£ Ã Â®â€¢Ã Â®Å¸Ã Â¯?Ã Â®Å¸Ã Â¯?Ã Â®Â¤Ã Â¯â€¡ 
293,2931,0,2176073136,Mon Jun 15 02:50:11 PDT 2009,NO_QUERY,stalkerh,@StevenMcD Hmmmmm maybe i have the wrong meaning then 
294,2941,0,2176414683,Mon Jun 15 03:48:41 PDT 2009,NO_QUERY,shinsh0ku,@bearbearred @janetfungus some lame cardigan on ebay for $32 dollars  coz i lost mine when i got drunk remember?
295,2951,0,2176744284,Mon Jun 15 04:39:04 PDT 2009,NO_QUERY,kirstyAnda,I want my hay fever to go away! 
296,2961,0,2177127162,Mon Jun 15 05:30:19 PDT 2009,NO_QUERY,sashazahra,"@novarez I KNOW. I WANT TO BE IN A PROM SO BAD  SO, WHAT WILL YOU DO IN THE NINTH GRADE?"
297,2971,0,2177535413,Mon Jun 15 06:16:34 PDT 2009,NO_QUERY,tiiiink,aww  why walk out?
298,2981,0,2177987199,Mon Jun 15 07:01:25 PDT 2009,NO_QUERY,realitybites615,Happy birthday to meh! Every1 forgot  oh well
299,2991,0,2178523826,Mon Jun 15 07:49:40 PDT 2009,NO_QUERY,luksONEE,i ate playdough and i'm like gagging lmfao 
300,3001,0,2179093392,Mon Jun 15 08:38:05 PDT 2009,NO_QUERY,meganstanley,still trying for that iphone from #squarespace... forgot about it over the weekend 
301,3011,0,2179693123,Mon Jun 15 09:27:13 PDT 2009,NO_QUERY,radiochica,I better make something for lunch before I have to be back at KFTX at 2. Thank God today is payday. I'm running out of groceries. 
302,3021,0,2180292037,Mon Jun 15 10:16:13 PDT 2009,NO_QUERY,GuttaButta,"to all the people with locked updates..if u tweet someone who isnt following you, they wont get anything u say to them "
303,3031,0,2180917799,Mon Jun 15 11:07:05 PDT 2009,NO_QUERY,Rackstar2k,"Yet another day survived tha &quot;slave ship&quot;, back @ it 2morr tho "
304,3041,0,2181521873,Mon Jun 15 11:56:32 PDT 2009,NO_QUERY,newsgirl5,can't get to the bottom of the to-do pile 
305,3051,0,2182400692,Mon Jun 15 13:07:11 PDT 2009,NO_QUERY,ana_c_senior,Leaving the big apple  had soo much fun reuniting with all the girls! Cannotttt wait til the apt next year!
306,3061,0,2183041643,Mon Jun 15 13:58:13 PDT 2009,NO_QUERY,ElviraZukanovic,nothing to do 
307,3071,0,2183739274,Mon Jun 15 14:55:15 PDT 2009,NO_QUERY,aliyaki,Had bad a bad dream where i couldn't contact @JarZ 
308,3081,0,2184392362,Mon Jun 15 15:50:36 PDT 2009,NO_QUERY,x_jasmine,Worried. 
309,3091,0,2184910451,Mon Jun 15 16:36:04 PDT 2009,NO_QUERY,Crystatas,reality sucks 
310,3101,0,2185413966,Mon Jun 15 17:20:44 PDT 2009,NO_QUERY,UC13,@princessrexall yeah i muchly prefer mine vertical than when they were horizontal....i just wish the left nip wasnt in 2 halves now 
311,3111,0,2185938666,Mon Jun 15 18:07:22 PDT 2009,NO_QUERY,JonasFan4ev,"@buckhollywood dude tell me about it, i finally gave up and now my parents a watching the news- BORING "
312,3121,0,2186452157,Mon Jun 15 18:51:37 PDT 2009,NO_QUERY,ljnquinn,@autumnrain3 I had that yesterday and got sick 
313,3131,0,2186969556,Mon Jun 15 19:36:00 PDT 2009,NO_QUERY,tatianaortega,I want to travel.... 
314,3141,0,2187521847,Mon Jun 15 20:24:22 PDT 2009,NO_QUERY,em_ems,"@kathb59 NKOTB would be heaps of fun, but I was really, really looking forward to Brian's new project's debut gigs  *slaps* Lunch came!"
315,3151,0,2188004595,Mon Jun 15 21:08:42 PDT 2009,NO_QUERY,bridgetbean79,@shannakate me either but we have to split up for some of it 
316,3161,0,2188430329,Mon Jun 15 21:53:08 PDT 2009,NO_QUERY,Danilsaa,just finished packing  good byee ameriicaa lol see you in a few weeks
317,3171,0,2188840616,Mon Jun 15 22:40:25 PDT 2009,NO_QUERY,Sarah_Megan7,one more night in portland... then back to texas 
318,3181,0,2189256977,Mon Jun 15 23:36:32 PDT 2009,NO_QUERY,markusbarry,@becjee yeah good. @pete_hughes71 gave a superb talk on church this morning. I'm missing some good stuff on the Gospel and Ethics today 
319,3191,0,2189646355,Tue Jun 16 00:32:29 PDT 2009,NO_QUERY,mikeycrippen,just got out of gym.. We waited 2 hrs just to lose in 5 mins.. So mean..And I gotta be at work at 7am 
320,3201,0,2190036146,Tue Jun 16 01:35:09 PDT 2009,NO_QUERY,Hugasaurus,(@DiscoMetalStu) I've been a wreck since my fiancÃƒÂ©ied two years ago. I still miss her. she was SOOOO beautiful! I need a hug. 
321,3211,0,2190424349,Tue Jun 16 02:41:29 PDT 2009,NO_QUERY,phunybuny,@savagestar Me too. There were a few shirts they had at the show that they don't have in the webstore.  One I wanted.
322,3221,0,2190789273,Tue Jun 16 03:43:56 PDT 2009,NO_QUERY,tomwinter1000,@ejsainsbury love the ASOS jacket  it is sold out...
323,3231,0,2191158177,Tue Jun 16 04:39:25 PDT 2009,NO_QUERY,qiqichan,@suffianr Tapi boss in. Tak syiok betul 
324,3241,0,2191532951,Tue Jun 16 05:28:26 PDT 2009,NO_QUERY,kajagundova,sad because of stupid people  and happy because Lenka did SAFM!!!
325,3251,0,2191968689,Tue Jun 16 06:17:09 PDT 2009,NO_QUERY,malonenine,@PaulBrodersen one more day.  
326,3261,0,2192463520,Tue Jun 16 07:04:34 PDT 2009,NO_QUERY,vgiacoppo,wish i were at #140conf today 
327,3271,0,2193044776,Tue Jun 16 07:55:14 PDT 2009,NO_QUERY,MissKerosene7,Is in art 
328,3281,0,2193619014,Tue Jun 16 08:42:11 PDT 2009,NO_QUERY,MusicJules,Exhausted... 
329,3291,0,2194253594,Tue Jun 16 09:32:50 PDT 2009,NO_QUERY,popkizz,"my cat is sick  I don't know why and my dad &amp; mom won't take her to the vet  but if I get my will, we're going tomorrow... hope I do..."
330,3301,0,2194860227,Tue Jun 16 10:21:25 PDT 2009,NO_QUERY,Melao31311,@whysoserious123 I'm sowy... I wish I could have helped you get some rest...  I love you... Maybe you should put your phone on silent and
331,3311,0,2195522470,Tue Jun 16 11:14:41 PDT 2009,NO_QUERY,thecoastnj,Oh no downtime  what to do without twitter..... http://ff.im/43kwe
332,3321,0,2196231449,Tue Jun 16 12:11:51 PDT 2009,NO_QUERY,faffypants,@piacere68 I miss you... and you LIVE here. 
333,3331,0,2196896127,Tue Jun 16 13:04:21 PDT 2009,NO_QUERY,michiemadison,"No sushi...   Just 1/2 chicken sandwich, 1/2 grapefruit, 1/2 my leftover muffin.  Better than no food!  : D"
334,3341,0,2197522887,Tue Jun 16 13:53:46 PDT 2009,NO_QUERY,miamii,@lexcanroar why ??  &lt;3
335,3351,0,2198242734,Tue Jun 16 15:48:06 PDT 2009,NO_QUERY,laurendean,@sandymmarcon Oh sad!  I thought it was going to play tonight!   Boo.
336,3361,0,2198818967,Tue Jun 16 16:36:56 PDT 2009,NO_QUERY,tori_love,@chadwsugg i wish i was there tonight.  have fun tho.
337,3371,0,2199343694,Tue Jun 16 17:21:57 PDT 2009,NO_QUERY,clouddancefest,"@SteveHills Aaaaaaaaaaaaaagh! I know it, they're going to wait till 10am California time after all "
338,3381,0,2199872889,Tue Jun 16 18:07:20 PDT 2009,NO_QUERY,MitsyRamos,@MsAshantaMilian ure so cute hahaha... aint u in miyayo anyway? 
339,3391,0,2200418340,Tue Jun 16 18:52:24 PDT 2009,NO_QUERY,elvis_fan,@firetiger99 we didn't go something came up we had to get done lasted later than I thought 
340,3401,0,2200956344,Tue Jun 16 19:36:26 PDT 2009,NO_QUERY,ChelseySyrnyk,"@Robbsterr I want to watch it, too "
341,3411,0,2201489746,Tue Jun 16 20:20:50 PDT 2009,NO_QUERY,bryannalee,@morogogo OMG I DON'T LIKE THIS ALBUMMMMM 
342,3421,0,2202004294,Tue Jun 16 21:05:40 PDT 2009,NO_QUERY,Gheemoo,I wish New York City still had Conan   Wanted to see him live at least a few more times...
343,3431,0,2202469852,Tue Jun 16 21:51:00 PDT 2009,NO_QUERY,sinisterf,why am i not finishing school work 
344,3441,0,2202900810,Tue Jun 16 22:37:45 PDT 2009,NO_QUERY,Alska,@AngelaCYaws LOL poor you .. guess you'll be up with me the rest of the night lol hope you tooth feels better though 
345,3451,0,2203298544,Tue Jun 16 23:26:09 PDT 2009,NO_QUERY,L_u_H,@mashable think its hard 2 get an answer from u  but thanks 4 the news 2day. xo
346,3461,0,2203659753,Wed Jun 17 00:14:16 PDT 2009,NO_QUERY,bellametaphor,all the van hunt shows in the bay got canceled. 
347,3471,0,2204015104,Wed Jun 17 01:06:12 PDT 2009,NO_QUERY,court3nay,"@headius you guys are doing good work, it just sucks to be off the clock while trying to operate with bleeding edge code "
348,3481,0,2204368265,Wed Jun 17 02:01:58 PDT 2009,NO_QUERY,MissPear,@bennylicious Would LOVE to be there today but can't  Waiting for more info re: Sunday shoot though. Hope today goes smoothly! 
